group,sample,condition,input_kind,path,sha256,source_sample,source_path,source_sha256,same_as_no_noise_source,expected_same_as_source,noise_fraction,noise_seed
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05,double_missing,st_coordinates,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05\stage1_preprocess\exported\st_coordinates.csv,19a76091948ae9d53d86c9d53d15d7def410998c2ff9c751d4ffc683b7673bd1,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells\stage1_preprocess\exported\st_coordinates.csv,19a76091948ae9d53d86c9d53d15d7def410998c2ff9c751d4ffc683b7673bd1,True,True,0.05,42
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05,double_missing,simulation_truth,V:\data\sim\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05\sim_truth_spot_type_fraction.csv,d5f4bf5c6e1fadfb00fc3c99f31f5aec0b599d2bb2eb2022f3471f31225e933e,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells,V:\data\sim\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells\sim_truth_spot_type_fraction.csv,d5f4bf5c6e1fadfb00fc3c99f31f5aec0b599d2bb2eb2022f3471f31225e933e,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05,control,sc_expression_normalized,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\sc_expression_normalized.csv,cb154a7059cb495fcee467c293e29ba8a050ff63b862f248fa6a1d467d47b898,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell\stage1_preprocess\exported\sc_expression_normalized.csv,7a2670e1c727e62fa4f98c958742d9daa7fa95ef40b06ad926cb00435fcf62f0,False,False,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05,control,st_expression_normalized,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\st_expression_normalized.csv,184064fdf86cc939c287fda319d375758930b620a5d319dc182a82bba4fa354a,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell\stage1_preprocess\exported\st_expression_normalized.csv,184064fdf86cc939c287fda319d375758930b620a5d319dc182a82bba4fa354a,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05,control,st_coordinates,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\st_coordinates.csv,8c19e936dfd5e830747ebad60885feafd66a380f49827d82c6e55969e54dcc98,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell\stage1_preprocess\exported\st_coordinates.csv,8c19e936dfd5e830747ebad60885feafd66a380f49827d82c6e55969e54dcc98,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05,control,simulation_truth,V:\data\sim\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05\sim_truth_spot_type_fraction.csv,fd3bec4eea411a6adbe79e368b84f716226806e8bf75cd7e2d07047a1ff4daf8,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell,V:\data\sim\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell\sim_truth_spot_type_fraction.csv,fd3bec4eea411a6adbe79e368b84f716226806e8bf75cd7e2d07047a1ff4daf8,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05,single_missing,sc_expression_normalized,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\sc_expression_normalized.csv,cb154a7059cb495fcee467c293e29ba8a050ff63b862f248fa6a1d467d47b898,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell\stage1_preprocess\exported\sc_expression_normalized.csv,7a2670e1c727e62fa4f98c958742d9daa7fa95ef40b06ad926cb00435fcf62f0,False,False,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05,single_missing,st_expression_normalized,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\st_expression_normalized.csv,4689fe435f0dff9c320dc7495fc696ddf9ce3a9a8d0743705e425e4e473e7ce3,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell\stage1_preprocess\exported\st_expression_normalized.csv,4689fe435f0dff9c320dc7495fc696ddf9ce3a9a8d0743705e425e4e473e7ce3,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05,single_missing,st_coordinates,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\st_coordinates.csv,fa7ef5b87cff30c4410eab3336730519052e4c2f80bb2e6b8afe6d91e1b4c16e,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell\stage1_preprocess\exported\st_coordinates.csv,fa7ef5b87cff30c4410eab3336730519052e4c2f80bb2e6b8afe6d91e1b4c16e,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05,single_missing,simulation_truth,V:\data\sim\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05\sim_truth_spot_type_fraction.csv,180fa7a0d3e3dad0cd2245deb10e743c9f6e587817ae5989b8253a06c7e210a8,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell,V:\data\sim\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell\sim_truth_spot_type_fraction.csv,180fa7a0d3e3dad0cd2245deb10e743c9f6e587817ae5989b8253a06c7e210a8,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05,double_missing,sc_expression_normalized,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\sc_expression_normalized.csv,cb154a7059cb495fcee467c293e29ba8a050ff63b862f248fa6a1d467d47b898,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell\stage1_preprocess\exported\sc_expression_normalized.csv,7a2670e1c727e62fa4f98c958742d9daa7fa95ef40b06ad926cb00435fcf62f0,False,False,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05,double_missing,st_expression_normalized,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\st_expression_normalized.csv,96bc581d7c8172458b33fae4399b1bc0b655e9d72b258d793ed72293ee12ac20,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell\stage1_preprocess\exported\st_expression_normalized.csv,96bc581d7c8172458b33fae4399b1bc0b655e9d72b258d793ed72293ee12ac20,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05,double_missing,st_coordinates,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05\stage1_preprocess\exported\st_coordinates.csv,21a0925f009c132e73db71c44bae9361237586f00f628eac22c7e3eea44877b1,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell\stage1_preprocess\exported\st_coordinates.csv,21a0925f009c132e73db71c44bae9361237586f00f628eac22c7e3eea44877b1,True,True,0.05,42
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05,double_missing,simulation_truth,V:\data\sim\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05\sim_truth_spot_type_fraction.csv,18a3d1f8a719946b19d142db4a687465548b3ce04d05e27352b4c3ae836dcb8e,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell,V:\data\sim\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell\sim_truth_spot_type_fraction.csv,18a3d1f8a719946b19d142db4a687465548b3ce04d05e27352b4c3ae836dcb8e,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05,control,sc_expression_normalized,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\sc_expression_normalized.csv,1305d3132d1189f1b3b9c506e27f429dcb555114cb9ced60939c98c2cee86899,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56\stage1_preprocess\exported\sc_expression_normalized.csv,92f707cbabde0a64ac22686fbb03dc4eb9050240139d8d416bcf11b39daf0395,False,False,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05,control,st_expression_normalized,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\st_expression_normalized.csv,d8e4768964bc739183f539b4b92aeab03b0e4af73220fbbe1f90523271384ed1,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56\stage1_preprocess\exported\st_expression_normalized.csv,d8e4768964bc739183f539b4b92aeab03b0e4af73220fbbe1f90523271384ed1,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05,control,st_coordinates,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\st_coordinates.csv,d2e8d8891d2e6c3f856b6ae051b7ca4c98c5b597d00a90021485cc12142bd436,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56\stage1_preprocess\exported\st_coordinates.csv,d2e8d8891d2e6c3f856b6ae051b7ca4c98c5b597d00a90021485cc12142bd436,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05,control,simulation_truth,V:\data\sim\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05\sim_truth_spot_type_fraction.csv,ae8ed0b5d1d90e790edcefa75f4736fe9aa979a553c2a78f0eb8753c5317fbdc,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56,V:\data\sim\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56\sim_truth_spot_type_fraction.csv,ae8ed0b5d1d90e790edcefa75f4736fe9aa979a553c2a78f0eb8753c5317fbdc,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,single_missing,sc_expression_normalized,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\sc_expression_normalized.csv,1305d3132d1189f1b3b9c506e27f429dcb555114cb9ced60939c98c2cee86899,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56\stage1_preprocess\exported\sc_expression_normalized.csv,92f707cbabde0a64ac22686fbb03dc4eb9050240139d8d416bcf11b39daf0395,False,False,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,single_missing,st_expression_normalized,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\st_expression_normalized.csv,81c16cb3988b37fa3e866dfa42d74527f9b4c11440c83461982cc62710464bf6,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56\stage1_preprocess\exported\st_expression_normalized.csv,81c16cb3988b37fa3e866dfa42d74527f9b4c11440c83461982cc62710464bf6,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,single_missing,st_coordinates,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\st_coordinates.csv,3916c1489d04a81c836fdeec32d892a223c36f350d710f40ab60c9de0eba9c99,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56\stage1_preprocess\exported\st_coordinates.csv,3916c1489d04a81c836fdeec32d892a223c36f350d710f40ab60c9de0eba9c99,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,single_missing,simulation_truth,V:\data\sim\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\sim_truth_spot_type_fraction.csv,a94ae91b67270da15356a023d7014eae0389f9bedc33cf492531c2742841df42,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56,V:\data\sim\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56\sim_truth_spot_type_fraction.csv,a94ae91b67270da15356a023d7014eae0389f9bedc33cf492531c2742841df42,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,double_missing,sc_expression_normalized,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\sc_expression_normalized.csv,1305d3132d1189f1b3b9c506e27f429dcb555114cb9ced60939c98c2cee86899,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56\stage1_preprocess\exported\sc_expression_normalized.csv,92f707cbabde0a64ac22686fbb03dc4eb9050240139d8d416bcf11b39daf0395,False,False,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,double_missing,st_expression_normalized,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\st_expression_normalized.csv,39b4799bc58e3f5f2283e3fa0f67d25204a6e1ca0528f649991205086a2b2ea5,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56\stage1_preprocess\exported\st_expression_normalized.csv,39b4799bc58e3f5f2283e3fa0f67d25204a6e1ca0528f649991205086a2b2ea5,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,double_missing,st_coordinates,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage1_preprocess\exported\st_coordinates.csv,e9a5e0c064c138cff1922c72f7c8024a45ab17ae775ff9555d9e30102a32689d,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56\stage1_preprocess\exported\st_coordinates.csv,e9a5e0c064c138cff1922c72f7c8024a45ab17ae775ff9555d9e30102a32689d,True,True,0.05,42
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,double_missing,simulation_truth,V:\data\sim\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\sim_truth_spot_type_fraction.csv,1453efa969706bac46d5926274175ddc72fd2539e0bc1841bf5e312456c8bb16,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56,V:\data\sim\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56\sim_truth_spot_type_fraction.csv,1453efa969706bac46d5926274175ddc72fd2539e0bc1841bf5e312456c8bb16,True,True,0.05,42
