file_path,file_type,matched_terms,likely_registration_file,contains_transform_matrix,contains_keypoints,contains_xenium_visium_reference,contains_he_reference,usable_for_recovery,notes
scripts/build_real_brca_three_row_stack.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/build_real_profile_mask_foundation.py,.py,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/build_real_st_profile_mask_sample.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/build_simulation_triptych_overview_stack.py,.py,scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/build_xenium_pseudospots.py,.py,HE|Xenium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/cleanup_redundant_storage.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_cytospace_fig2c_official_enrichment.R,.r,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_cytospace_fig2c_official_enrichment_seurat.R,.r,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_fig2c_enrichment_python.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_real_profile_mask_expression_recovery.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_real_profile_mask_fig2c_nes.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_real_profile_mask_fig2d_nes.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/compute_real_profile_mask_fig2d_score.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/evaluate_stage3b_simulation.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/extract_xenium_panel_genes.py,.py,Xenium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/generate_adult_mouse_kidney_clustered_sim.py,.py,HE|Visium|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/generate_missing_type_from_sim.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/generate_real_brca_clustered_sim.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/generate_sc_noise_from_processed_sim.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/generate_st_only_reference_dropout_from_sim.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/highres_enrichment_core.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_brca_her2_joint_stage3ab_bioapp.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_brca_her2_joint_stage3ab_communication.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_brca_her2_joint_stage3ab_lr_hotspots.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_brca_her2_joint_stage3ab_marker_interpretation.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_brca_her2_joint_stage3ab_validation.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cell2location_abstention_aware_evaluation.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cell2location_abstention_aware_region_accuracy.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cell2location_baseline_forced_assignment_region.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cell2location_forced_assignment_composition.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cell2location_stage3b_case.py,.py,HE|Visium,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cell2location_target_marker_region.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cytospace_fig2i_forced_unsupported.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_cytospace_fig2k_mapping_with_route2.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_fig2d_profile_mask_benchmark.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_method_comparison_composition_recovery.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_real_profile_mask_expression_recovery.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_real_profile_mask_fig2c_only.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_real_profile_mask_fig2d_only.py,.py,HE|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_communication_strict_reference_style.py,.py,HE|Visium|matrix|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_false_spatial_niche_compact.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_false_spatial_niche_ncem_upgrade.py,.py,HE|matrix|scale|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_reference_dropout_panel_a_blank_composition.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_reference_dropout_panel_a_violin.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_reference_dropout_spatial_stack.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_reference_missing_cell2location_panels_bc.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_reference_missing_thalamic_panels_bc.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/plot_stage3b_threshold_robustness.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_cell2location_mouse_brain_stage3b_case.py,.py,HE|Visium|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_colorectal_cancer_real_sample.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_cytospace_fig2c_resources.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_cytospace_fig2c_stage1.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_cytospace_fig2d_tme_stage1.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_cytospace_fig2i_stage3_unsupported_decoy.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_cytospace_fig2k_stage3_state_decoy.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_fig2j_stage4_sample.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_human_intestine_cancer_full_real_sample.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_human_lung_5loc_real_sample.py,.py,HE|Visium|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_lowres_real_sample.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_mouse_brain_sagittal_real_sample.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_mouse_embryo_real_sample.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_skin_atlas_real_sample.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_stage1_from_sim_source.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/prepare_stage3b_realdata_reference_dropout_scenarios.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/purify_sim_target_region.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/render_cytospace_fig2d_profile_mask_mapping_visualizations.py,.py,HE|Visium|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/render_real_profile_mask_visualization.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/reproduce_cytospace_fig2j_merscope.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/reproduce_ncem_fig2_human_lymph_node.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/rescan_stage3b_realdata_reference_dropout_candidates.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit.py,.py,H&E|HE|Visium|Xenium|affine|alignment|matrix|registration|scale|transform,True,True,False,True,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit.py,.py,H&E|HE|Visium|Xenium|affine|alignment|homography|keypoint|keypoints|matrix|morphology|registered|registration|rotate|scale|transform|translate|warp,True,True,True,True,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_main_figure_layout_only_spatial_visualization.py,.py,HE|scale|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_main_figure_v2_tissue_overlay_refinement.py,.py,H&E|HE|alignment|scale|transform,True,True,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop.py,.py,H&E|HE|Visium|Xenium|alignment|registered|registration,True,False,False,True,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase0_external_endpoint_admission.py,.py,HE|Visium|Xenium|keypoint|matrix|registered|registration,True,True,True,True,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase1_janesick_feasibility_and_prior_risk_gate.py,.py,H&E|HE|Visium|Xenium|alignment|keypoint|matrix|morphology|registration|scale|transform,True,True,True,True,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate.py,.py,H&E|HE|Visium|alignment|matrix|morphology|registration|scale,True,True,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase2a_minimal_cta_to_spot_and_visium_coordinate_acquisition.py,.py,HE|Visium|registration,True,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run.py,.py,HE|alignment|matrix|scale|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase2br_r_seurat_runtime_resolution_and_cta_align_dry_run.py,.py,HE|alignment|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase2b_example_cta_endpoint_freeze_test.py,.py,HE|Visium|alignment|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py,.py,HE|Visium|registered,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase2_cta_endpoint_spatial_registration_and_endpoint_freeze.py,.py,H&E|HE|Visium|alignment|registration,True,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility.py,.py,HE|matrix|registered,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase3_reference_audit_and_formal_baseline_feasibility_for_cta_endpoint.py,.py,HE|matrix|registered,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase4_formal_cytospace_baseline_execution_against_frozen_cta_immune_endpoint.py,.py,HE|matrix|registered,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py,.py,HE|alignment|registered|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase6_svtuner_aware_execution_planning_against_frozen_cta_immune_endpoint.py,.py,HE|alignment|registered,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint.py,.py,HE|alignment|registered|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py,.py,HE|alignment|registered,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_bioapp_phase9_final_biological_application_audit.py,.py,HE|registered,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_biological_application_dataset_search_v2.py,.py,H&E|HE|Visium|Xenium|matrix|morphology|scale,False,True,False,True,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_celltrek_mapping.py,.py,HE|scale|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_cytospace_fig2d_profile_mask_benchmark.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_fig2j_batched_cytospace.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_fig2j_stage3ab_upgrade.py,.py,HE|scale,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_highres_targeted_validation_fig2c.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_highres_targeted_validation_fig2d.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_ncem_fig2_cell2location_preparation.py,.py,HE|Visium|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_nine_scenario_method_benchmark.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_ot_mapping.py,.py,HE|scale|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_project_mainline.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_stage3b_spatial_communication_inference.py,.py,HE|Visium|matrix|registered|transform,True,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/run_tangram_marker_mapping.py,.py,HE|alignment|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/scan_cell2location_stage3b_candidates.py,.py,HE|Visium|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/scan_lowres_real_stage3b_reference_dropout_candidates.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/screen_stage3b_causal_reference_dropout_candidates.py,.py,HE|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/stage1_export_from_standard_raw.py,.py,HE|matrix|scale,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/validate_stage3b_communication_with_observed_st.py,.py,HE|Visium|matrix,False,True,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/visualize_missing_type_triptych.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/visualize_sim_spatial_types.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/visualize_stage3b_st_only_triptych.py,.py,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
scripts/__pycache__/run_bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit.cpython-313.pyc,.pyc,HE,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit/bioapp_v2_5_coordinate_alignment_report.csv,.csv,alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit/bioapp_v2_5_current_coordinate_provenance_report.json,.json,Visium|alignment,False,False,False,False,False,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit/bioapp_v2_5_guardrails.json,.json,H&E,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit/bioapp_v2_5_online_he_provenance_audit_summary.json,.json,H&E|HE|Visium|alignment|matrix|scale|transform,True,True,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit/bioapp_v2_5_recommended_next_step.md,.md,H&E|HE|Visium|alignment,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
visualizations/bioapp_figure_v2_5_online_he_spatial_bundle_provenance_audit/README.md,.md,H&E|alignment,False,False,False,False,True,False,"Mentioned registration/alignment terms, but no verified inverse transform from BioApp frozen coordinates to a specific H&E bundle was identified."
