record_id	sample_identifier	file_role	original_filename	local_raw_directory	local_processed_directory	file_path	file_size	file_sha1	provider_checksum	provider_checksum_status	download_url	download_date	evidence_id	redistribution_status	notes
MERS03_LUNG	HumanLungCancerPatient1	raw cell metadata	HumanLungCancerPatient1_cell_metadata.csv	data/raw/high/HumanLungCancerPatient1	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells	data/raw/high/HumanLungCancerPatient1/HumanLungCancerPatient1_cell_metadata.csv	49108642	8dd389505da02a16360df4cf6f0dad7a655c826e		NOT_PRESERVED	https://console.cloud.google.com/storage/browser/vz-ffpe-showcase/HumanLungCancerPatient1		E028	PROVIDER_TERMS_FOUND_BUT_AMBIGUOUS	Retained local file; no original archive or provider checksum record was found.
MERS03_LUNG	HumanLungCancerPatient1	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanLungCancerPatient1	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells/stage1_preprocess/exported/sc_metadata.csv	576870	55d68e6a3f81ff1b3ab7dec3de661c32c5c532d0	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E029	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS03_LUNG	HumanLungCancerPatient1	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanLungCancerPatient1	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells/stage1_preprocess/exported/st_metadata.csv	245631	205fc1c2fbc7cafb15748ad90f5bbb8680b47c84	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E030	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS03_LUNG	HumanLungCancerPatient1	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanLungCancerPatient1	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells	data/processed/highres_humanlungcancerpatient1_profile_mask_plasma_cells/stage1_preprocess/fig2d_profile_mask_info.json	1548	4fe7ff01bbaa68520bad27606def58ef1523d37a	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E031	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS04_MELANOMA1	HumanMelanomaPatient1	raw cell-by-gene matrix	HumanMelanomaPatient1_cell_by_gene.csv	data/raw/high/HumanMelanomaPatient1	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts	data/raw/high/HumanMelanomaPatient1/HumanMelanomaPatient1_cell_by_gene.csv	1035000668	f2f8fc257a95790bc780cf336b8a8b4870b097d1		NOT_PRESERVED	https://console.cloud.google.com/storage/browser/vz-ffpe-showcase/HumanMelanomaPatient1		E032	PROVIDER_TERMS_FOUND_BUT_AMBIGUOUS	Retained local file; no original archive or provider checksum record was found.
MERS04_MELANOMA1	HumanMelanomaPatient1	raw cell metadata	HumanMelanomaPatient1_cell_metadata.csv	data/raw/high/HumanMelanomaPatient1	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts	data/raw/high/HumanMelanomaPatient1/HumanMelanomaPatient1_cell_metadata.csv	64746586	84413ebd8cd5328e904e807a15c3b5fd84ab2a34		NOT_PRESERVED	https://console.cloud.google.com/storage/browser/vz-ffpe-showcase/HumanMelanomaPatient1		E033	PROVIDER_TERMS_FOUND_BUT_AMBIGUOUS	Retained local file; no original archive or provider checksum record was found.
MERS04_MELANOMA1	HumanMelanomaPatient1	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanMelanomaPatient1	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts/stage1_preprocess/exported/sc_metadata.csv	572148	b28d1ae039552699e71ade6817edadbb9961bc4b	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E034	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS04_MELANOMA1	HumanMelanomaPatient1	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanMelanomaPatient1	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts/stage1_preprocess/exported/st_metadata.csv	245486	351ddb1cd9857df30677ea16be8097bc1b00c609	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E035	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS04_MELANOMA1	HumanMelanomaPatient1	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanMelanomaPatient1	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts	data/processed/highres_humanmelanomapatient1_profile_mask_fibroblasts/stage1_preprocess/fig2d_profile_mask_info.json	1789	6dde9de12559051332510861f73c67daeeebd1db	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E036	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS05_MELANOMA2	HumanMelanomaPatient2	raw cell-by-gene matrix	HumanMelanomaPatient2_cell_by_gene.csv	data/raw/high/HumanMelanomaPatient2	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells	data/raw/high/HumanMelanomaPatient2/HumanMelanomaPatient2_cell_by_gene.csv	459671537	a89d0e14a35e5403ce5eda4b92f935001f4004d0		NOT_PRESERVED	https://console.cloud.google.com/storage/browser/vz-ffpe-showcase/HumanMelanomaPatient2		E037	PROVIDER_TERMS_FOUND_BUT_AMBIGUOUS	Retained local file; no original archive or provider checksum record was found.
MERS05_MELANOMA2	HumanMelanomaPatient2	raw cell metadata	HumanMelanomaPatient2_cell_metadata.csv	data/raw/high/HumanMelanomaPatient2	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells	data/raw/high/HumanMelanomaPatient2/HumanMelanomaPatient2_cell_metadata.csv	28733086	ce0ea9ba1fcf0a7239c364c5ac73ab2ffe1b6f31		NOT_PRESERVED	https://console.cloud.google.com/storage/browser/vz-ffpe-showcase/HumanMelanomaPatient2		E038	PROVIDER_TERMS_FOUND_BUT_AMBIGUOUS	Retained local file; no original archive or provider checksum record was found.
MERS05_MELANOMA2	HumanMelanomaPatient2	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanMelanomaPatient2	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells/stage1_preprocess/exported/sc_metadata.csv	570590	b2df81741996d7e04351ac0c6fc9fc21fe1ddce0	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E039	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS05_MELANOMA2	HumanMelanomaPatient2	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanMelanomaPatient2	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells/stage1_preprocess/exported/st_metadata.csv	243442	6d8f2d544fca85c3c46928f805c07d5048fb04ab	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E040	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
MERS05_MELANOMA2	HumanMelanomaPatient2	project-generated disjoint split metadata	NOT_APPLICABLE	data/raw/high/HumanMelanomaPatient2	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells	data/processed/highres_humanmelanomapatient2_profile_mask_b_cells/stage1_preprocess/fig2d_profile_mask_info.json	1477	dbacd371b4ee06269fca2c09b41150165b9df0cf	NOT_APPLICABLE	PROJECT_GENERATED	NOT_APPLICABLE	NOT_APPLICABLE	E041	PROJECT_GENERATED_DERIVATIVE_OF_PROVIDER_INPUT	Generated by scripts/build_highres_profile_mask_mapping.py with seed 42 + len(raw_sample); spatial and reference raw_cell IDs have zero overlap.
